day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
158,DAY_158,16,"Requirements, UX, and Product Delivery",Safety and quality review,"Planning Estimation Demos And Feedback — Safety, Quality, and Verification",intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Complete a supervised applied lab for planning estimation demos and feedback, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
159,DAY_159,16,"Requirements, UX, and Product Delivery",Integration and documentation,"Requirements, UX, and Product Delivery — Integration, Documentation, and Handover",intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Integrate the four requirements, ux, and product delivery skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
160,DAY_160,16,"Requirements, UX, and Product Delivery",Assessment and presentation,"Requirements, UX, and Product Delivery — Assessment Project",intermediate-to-advanced,8,VS Code | Git | issue tracker | diagramming/prototype tools | documentation,"Plan, execute, verify, present, and safely close an assessment project covering the complete requirements, ux, and product delivery phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
161,DAY_161,17,"Maintenance, Legacy Systems, and Governance",Orientation and setup,Code Review And Technical Debt — Foundations and Vocabulary,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Explain and demonstrate code review and technical debt through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
162,DAY_162,17,"Maintenance, Legacy Systems, and Governance",Concept development,Code Review And Technical Debt — Applied Baseline Lab,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Complete a supervised applied lab for code review and technical debt, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
163,DAY_163,17,"Maintenance, Legacy Systems, and Governance",Guided laboratory,Safe Refactoring And Migration — Architecture and Components,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Explain and demonstrate safe refactoring and migration through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
164,DAY_164,17,"Maintenance, Legacy Systems, and Governance",Guided laboratory,Safe Refactoring And Migration — Configuration Lab,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Complete a supervised applied lab for safe refactoring and migration, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
165,DAY_165,17,"Maintenance, Legacy Systems, and Governance",Applied practice,Licensing Supply Chain And Sbom — Design and Technique,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Explain and demonstrate licensing supply chain and SBOM through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
166,DAY_166,17,"Maintenance, Legacy Systems, and Governance",Operations and measurement,Licensing Supply Chain And Sbom — Operations and Measurement,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Complete a supervised applied lab for licensing supply chain and SBOM, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
167,DAY_167,17,"Maintenance, Legacy Systems, and Governance",Troubleshooting laboratory,Release Rollback Support And Handover — Troubleshooting and Failure Modes,intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Explain and demonstrate release rollback support and handover through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
168,DAY_168,17,"Maintenance, Legacy Systems, and Governance",Safety and quality review,"Release Rollback Support And Handover — Safety, Quality, and Verification",intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Complete a supervised applied lab for release rollback support and handover, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
169,DAY_169,17,"Maintenance, Legacy Systems, and Governance",Integration and documentation,"Maintenance, Legacy Systems, and Governance — Integration, Documentation, and Handover",intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Integrate the four maintenance, legacy systems, and governance skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
170,DAY_170,17,"Maintenance, Legacy Systems, and Governance",Assessment and presentation,"Maintenance, Legacy Systems, and Governance — Assessment Project",intermediate-to-advanced,8,VS Code | Git | dependency scanners | test tools | documentation,"Plan, execute, verify, present, and safely close an assessment project covering the complete maintenance, legacy systems, and governance phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
171,DAY_171,18,Software Capstone and Career Readiness,Orientation and setup,Capstone Requirements And Architecture — Foundations and Vocabulary,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Explain and demonstrate capstone requirements and architecture through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
172,DAY_172,18,Software Capstone and Career Readiness,Concept development,Capstone Requirements And Architecture — Applied Baseline Lab,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Complete a supervised applied lab for capstone requirements and architecture, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
173,DAY_173,18,Software Capstone and Career Readiness,Guided laboratory,Secure Implementation And Tests — Architecture and Components,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Explain and demonstrate secure implementation and tests through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
174,DAY_174,18,Software Capstone and Career Readiness,Guided laboratory,Secure Implementation And Tests — Configuration Lab,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Complete a supervised applied lab for secure implementation and tests, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
175,DAY_175,18,Software Capstone and Career Readiness,Applied practice,Deployment Monitoring And Documentation — Design and Technique,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Explain and demonstrate deployment monitoring and documentation through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
176,DAY_176,18,Software Capstone and Career Readiness,Operations and measurement,Deployment Monitoring And Documentation — Operations and Measurement,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Complete a supervised applied lab for deployment monitoring and documentation, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
177,DAY_177,18,Software Capstone and Career Readiness,Troubleshooting laboratory,Portfolio Defense And Handover — Troubleshooting and Failure Modes,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Explain and demonstrate portfolio defense and handover through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
178,DAY_178,18,Software Capstone and Career Readiness,Safety and quality review,"Portfolio Defense And Handover — Safety, Quality, and Verification",capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Complete a supervised applied lab for portfolio defense and handover, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
179,DAY_179,18,Software Capstone and Career Readiness,Integration and documentation,"Software Capstone and Career Readiness — Integration, Documentation, and Handover",capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Integrate the four software capstone and career readiness skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
180,DAY_180,18,Software Capstone and Career Readiness,Assessment and presentation,Software Capstone and Career Readiness — Assessment Project,capstone,8,VS Code | Git | full approved stack | Docker | presentation tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete software capstone and career readiness phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
