day,day_code,phase_number,phase,mode,topic,difficulty,estimated_time_hours,tools,objective,required_submission
148,DAY_148,15,RF Microphones and Coordination,Safety and quality review,"Battery Management Dropouts And Contingency — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Complete a supervised applied lab for battery management dropouts and contingency, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
149,DAY_149,15,RF Microphones and Coordination,Integration and documentation,"RF Microphones and Coordination — Integration, Documentation, and Handover",intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Integrate the four rf microphones and coordination skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
150,DAY_150,15,RF Microphones and Coordination,Assessment and presentation,RF Microphones and Coordination — Assessment Project,intermediate-to-advanced,8,Beyond mixers | microphones | wireless microphones | approved RF tools | antennas | battery tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete rf microphones and coordination phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
151,DAY_151,16,Show Mixing and Production Workflows,Orientation and setup,Soundcheck Line Check And Rehearsal — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Explain and demonstrate soundcheck line check and rehearsal through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
152,DAY_152,16,Show Mixing and Production Workflows,Concept development,Soundcheck Line Check And Rehearsal — Applied Baseline Lab,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Complete a supervised applied lab for soundcheck line check and rehearsal, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
153,DAY_153,16,Show Mixing and Production Workflows,Guided laboratory,Speech Music Theatre And Worship Mixing — Architecture and Components,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Explain and demonstrate speech music theatre and worship mixing through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
154,DAY_154,16,Show Mixing and Production Workflows,Guided laboratory,Speech Music Theatre And Worship Mixing — Configuration Lab,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Complete a supervised applied lab for speech music theatre and worship mixing, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
155,DAY_155,16,Show Mixing and Production Workflows,Applied practice,Snapshots Cues Playback And Communication — Design and Technique,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Explain and demonstrate snapshots cues playback and communication through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
156,DAY_156,16,Show Mixing and Production Workflows,Operations and measurement,Snapshots Cues Playback And Communication — Operations and Measurement,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Complete a supervised applied lab for snapshots cues playback and communication, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
157,DAY_157,16,Show Mixing and Production Workflows,Troubleshooting laboratory,Incident Response Change Control And Show Reports — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Explain and demonstrate incident response change control and show reports through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
158,DAY_158,16,Show Mixing and Production Workflows,Safety and quality review,"Incident Response Change Control And Show Reports — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Complete a supervised applied lab for incident response change control and show reports, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
159,DAY_159,16,Show Mixing and Production Workflows,Integration and documentation,"Show Mixing and Production Workflows — Integration, Documentation, and Handover",intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Integrate the four show mixing and production workflows skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
160,DAY_160,16,Show Mixing and Production Workflows,Assessment and presentation,Show Mixing and Production Workflows — Assessment Project,intermediate-to-advanced,8,Beyond mixers | microphones | full audio system | mixer | intercom | documentation,"Plan, execute, verify, present, and safely close an assessment project covering the complete show mixing and production workflows phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
161,DAY_161,17,"Troubleshooting, Maintenance, and Logistics",Orientation and setup,No Signal Distortion Noise And Feedback — Foundations and Vocabulary,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Explain and demonstrate no signal distortion noise and feedback through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
162,DAY_162,17,"Troubleshooting, Maintenance, and Logistics",Concept development,No Signal Distortion Noise And Feedback — Applied Baseline Lab,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Complete a supervised applied lab for no signal distortion noise and feedback, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
163,DAY_163,17,"Troubleshooting, Maintenance, and Logistics",Guided laboratory,Routing Clock Network And Rf Faults — Architecture and Components,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Explain and demonstrate routing clock network and RF faults through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
164,DAY_164,17,"Troubleshooting, Maintenance, and Logistics",Guided laboratory,Routing Clock Network And Rf Faults — Configuration Lab,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Complete a supervised applied lab for routing clock network and RF faults, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
165,DAY_165,17,"Troubleshooting, Maintenance, and Logistics",Applied practice,Inspection Cleaning Spares And Firmware — Design and Technique,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Explain and demonstrate inspection cleaning spares and firmware through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
166,DAY_166,17,"Troubleshooting, Maintenance, and Logistics",Operations and measurement,Inspection Cleaning Spares And Firmware — Operations and Measurement,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Complete a supervised applied lab for inspection cleaning spares and firmware, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
167,DAY_167,17,"Troubleshooting, Maintenance, and Logistics",Troubleshooting laboratory,Inventory Transport Setup And Strike — Troubleshooting and Failure Modes,intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Explain and demonstrate inventory transport setup and strike through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
168,DAY_168,17,"Troubleshooting, Maintenance, and Logistics",Safety and quality review,"Inventory Transport Setup And Strike — Safety, Quality, and Verification",intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Complete a supervised applied lab for inventory transport setup and strike, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
169,DAY_169,17,"Troubleshooting, Maintenance, and Logistics",Integration and documentation,"Troubleshooting, Maintenance, and Logistics — Integration, Documentation, and Handover",intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Integrate the four troubleshooting, maintenance, and logistics skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
170,DAY_170,17,"Troubleshooting, Maintenance, and Logistics",Assessment and presentation,"Troubleshooting, Maintenance, and Logistics — Assessment Project",intermediate-to-advanced,8,Beyond mixers | microphones | audio lab | testers | maintenance kit | PPE,"Plan, execute, verify, present, and safely close an assessment project covering the complete troubleshooting, maintenance, and logistics phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
171,DAY_171,18,Live Sound Capstone and Professional Readiness,Orientation and setup,Capstone Design Patch And Risk Plan — Foundations and Vocabulary,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Explain and demonstrate capstone design patch and risk plan through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
172,DAY_172,18,Live Sound Capstone and Professional Readiness,Concept development,Capstone Design Patch And Risk Plan — Applied Baseline Lab,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Complete a supervised applied lab for capstone design patch and risk plan, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
173,DAY_173,18,Live Sound Capstone and Professional Readiness,Guided laboratory,Deployment Tuning And Soundcheck — Architecture and Components,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Explain and demonstrate deployment tuning and soundcheck through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
174,DAY_174,18,Live Sound Capstone and Professional Readiness,Guided laboratory,Deployment Tuning And Soundcheck — Configuration Lab,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Complete a supervised applied lab for deployment tuning and soundcheck, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
175,DAY_175,18,Live Sound Capstone and Professional Readiness,Applied practice,Show Operation Troubleshooting And Recovery — Design and Technique,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Explain and demonstrate show operation troubleshooting and recovery through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
176,DAY_176,18,Live Sound Capstone and Professional Readiness,Operations and measurement,Show Operation Troubleshooting And Recovery — Operations and Measurement,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Complete a supervised applied lab for show operation troubleshooting and recovery, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
177,DAY_177,18,Live Sound Capstone and Professional Readiness,Troubleshooting laboratory,Portfolio Defense Handover And Safe Strike — Troubleshooting and Failure Modes,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Explain and demonstrate portfolio defense handover and safe strike through an authorized baseline, measurable check, documented failure mode, and independent verification.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
178,DAY_178,18,Live Sound Capstone and Professional Readiness,Safety and quality review,"Portfolio Defense Handover And Safe Strike — Safety, Quality, and Verification",capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Complete a supervised applied lab for portfolio defense handover and safe strike, record expected versus observed results, diagnose one controlled fault, and restore the approved state.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
179,DAY_179,18,Live Sound Capstone and Professional Readiness,Integration and documentation,"Live Sound Capstone and Professional Readiness — Integration, Documentation, and Handover",capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Integrate the four live sound capstone and professional readiness skill areas into one reproducible workflow, diagram, checklist, evidence pack, and handover note.","Baseline evidence, completed practical artifact, independent verification, safety/restoration record, and short professional report."
180,DAY_180,18,Live Sound Capstone and Professional Readiness,Assessment and presentation,Live Sound Capstone and Professional Readiness — Assessment Project,capstone,8,Beyond mixers | microphones | all assigned sound tools | PPE | documentation | presentation tools,"Plan, execute, verify, present, and safely close an assessment project covering the complete live sound capstone and professional readiness phase.","Assessment demonstration, reproducible project/equipment package, verification and restoration evidence, safety review, and professional report."
